post_id,text,likes,reposts,replies,timestamp_utc,hours_since_post,amplification_raw,amplification_norm,velocity_raw,velocity_norm,author_username,scraped_at_utc,label
2073796184863609237,lagi rame di daerah ntt stiker dilarang beli bbm bagi penunggak pajak kendaraan di ntt pemprov ntt terapkan aturan pemilik kendaraan yang telat bayar pajak dilarang beli bbm subsidi pertalite berdasarkan pergub ntt no 13 2025 kendaraan belum bayar pajak ditempel,401,111,108,Sun Jul 05 15:48:34 +0000 2026,732.541538271389,6.666956792429207,0.6126664583182033,0.8452145756613146,0.0052873300128742,LambeSahamjja,2026-08-05T04:21:03.537777+00:00,0
2075251399773028676,brhbung bbm tdk lancar mk anak ku yg 2 naik pswt besok k jkt dan sy sndri yg naik mobil krn selama 3 minggu touring bbm bermsalah trus menerus sy hrs antri 24 jam di dekat spbu dr palembang hingga aceh bbm tdk lancar pdhl dexlite non subsidi,2,0,2,Thu Jul 09 16:11:04 +0000 2026,636.1649637438888,1.791759469228055,0.164655473606283,0.0062778090880838,3.9271504967303605e-05,bonapasogit24,2026-08-05T04:20:57.869478+00:00,0
2083481177349030331,dpc pdi perjuangan kediri terima audiensi ratusan ojol bahas bansos hingga zona operasi,0,0,0,Sat Aug 01 09:13:16 +0000 2026,90.84998417722224,0.0,0.0,0.0,0.0,GesuriID,2026-08-05T04:04:15.943038+00:00,0
2080591550489534780,saya sangat setuju dengan statement beliau mengingat dampak dari eskalasi israel ke negara2 islam di timur tengah yang akhirnya memicu perang iran dengan amerika yang tak kunjung usai sampai sekarang yang membuat minyak dunia naik drastis efeknya bbm non subsidi di negara,2,1,3,Fri Jul 24 09:50:55 +0000 2026,282.22965005777775,2.251291798606496,0.2068846425492573,0.021184222763316,0.0001325201671164,achzuldaf,2026-08-05T04:04:41.740208+00:00,0
2077695498669195736,saat ini bbm subsidi untuk kapal di bawah 30 gt seharga rp6 800 lt masih disubsidi oleh pemerintah ya sobat essentials referensi dan,3,1,1,Thu Jul 16 10:03:03 +0000 2026,474.0296584436112,2.0149030205422647,0.1851614666007883,0.0105256585796811,6.584438096097915e-05,IESR,2026-08-05T04:04:49.770397+00:00,0
2076035895078408381,resmi berubah daftar tarif listrik pln per kwh 12 18 juli 2026 untuk pelanggan subsidi baca,0,0,0,Sat Jul 11 20:08:22 +0000 2026,584.2172892122221,0.0,0.0,0.0,0.0,tribunpontianak,2026-08-05T04:21:24.241164+00:00,1
1974281945048887599,jual beli hp second wajib balik nama seperti motor kementerian komunikasi dan digital komdigi tengah mengkaji aturan baru soal jual beli hp bekas nantinya transaksi ponsel second bakal mirip dengan jual beli motor yakni ada balik nama kepemilikan direktur penataan,0,0,3,Sat Oct 04 01:14:30 +0000 2025,7315.529630863333,1.7047480922384253,0.1566594787568544,0.0004100304586132,2.564989308569304e-06,officialinews_,2026-08-04T20:46:16.671108+00:00,0
1605127646114852864,bukan cuma masalah mental masyarakat indo jadi begini juga udah disetting coba kalo belanda dibanjirin motor murah dan pajak murah seharga yg ada disini yakin mrk masih naik sepeda kuncinya di pemerintah yg ngebiarin negaranya dijadiin tempat jualan motor orang jepang,220,27,9,Tue Dec 20 09:07:07 +0000 2022,31763.69193595528,5.664695085948154,0.5205626470688184,0.0080592627977048,5.0415578835239096e-05,halamanrum,2026-08-04T20:48:37.969439+00:00,0
2084665714066293248,tahun 2026 masih ada orang yg ngira pajak itu cuman pph doank padahal ppn itu ada tiap kita beli barang,7,4,0,Tue Aug 04 15:40:12 +0000 2026,12.700333697222222,2.772588722239781,0.2547897287644942,0.8029001514196897,0.005022627614557,flova_syr,2026-08-05T04:22:13.201310+00:00,0
2070356460265939332,banggar pastikan bbm subsidi tidak naik dan perlindungan sosial tetap jadi prioritas rapbn 2027,2,2,4,Fri Jun 26 04:00:20 +0000 2026,960.3481014333332,2.5649493574615367,0.2357085080236325,0.0083216474740755,5.205695419037593e-05,DPR_RI,2026-08-05T04:21:13.165160+00:00,0
2073576661464031416,berburu pajak rakyat pemerintah mempermalukan rakyatnya dengan menguber uber kendaraan rakyat yg mati pajak sampai ke spbu mereka mengaitkan pajak kendaraan dgn subsidi bbm yg sebenarnya sama sekali gak punya korelasi mereka lupa bahwa negara ini didirikan atas kesepakatan,3909,1980,559,Sun Jul 05 01:16:15 +0000 2026,747.0801493825,9.07205483917184,0.8336852751611632,8.619397273570856,0.0539195598487878,regar_op0sisi,2026-08-05T04:21:03.537777+00:00,0
2083302029355892981,breaking bbm non subsidi resmi turun mulai hari ini kabar baik buat para pengguna pertamax mulai 1 agustus 2026 pertamina kembali menurunkan harga beberapa jenis bbm non subsidi seiring melemahnya harga minyak dunia dan penguatan nilai tukar rupiah daftar harga terbaru,2,1,3,Fri Jul 31 21:21:24 +0000 2026,102.71925357611111,2.251291798606496,0.2068846425492573,0.0578484687570286,0.0003618772721927,Superman4452,2026-08-05T04:04:33.312874+00:00,0
2083892405841883382,provider mana itu bang yang paling banyak ngasih bansos,0,0,1,Sun Aug 02 12:27:21 +0000 2026,63.61181819527778,0.9162907318741552,0.0842034251856289,0.0154770447254351,9.68183056040696e-05,hadiproz,2026-08-05T04:04:03.545503+00:00,0
2074784859483218222,kalo ekonomi kita terus an kayak gini defisit apbn buang anggaran ke program yang ga ada imbah hasilnya pajak di semua kegiatan bahkan sepeda mau di pajakin phk rupiah jeblos padahal suku bunga udh naik kira kira kita sbg rakyat biasa harus ngapain yaa biar ga terlalu,4,0,1,Wed Jul 08 09:17:12 +0000 2026,659.517603345,1.871802176901592,0.172011075832509,0.0075698209626495,4.735382318340404e-05,mullerrrzzz,2026-08-04T20:48:15.372042+00:00,0
2072228881067581548,komisi xii beban subsidi bbm diproyeksi turun dalam apbn 2027 lewat digitalisasi,3,1,3,Wed Jul 01 08:00:40 +0000 2026,836.3404103330555,2.3513752571634776,0.216081909008217,0.0083598019558326,5.229563362436738e-05,DPR_RI,2026-08-05T04:21:05.477199+00:00,0
2078710805680545839,sepengetahuan saya istilah kampungan itu menggambarkan perilaku orang kampung ada apa dengan orang kampung ngabisin bbm ya ngga terima subsidi juga minim fasilitas negara yg mana yg diberikan secara berlebih kenapa harus selalu disalahkan sebagai orang kampung kadang,2,0,2,Sun Jul 19 05:17:31 +0000 2026,406.7876727066666,1.791759469228055,0.164655473606283,0.0098090262843166,6.136141112990265e-05,saifulteladan,2026-08-05T04:04:46.621744+00:00,0
2074114634421047573,baca di sini gubernur nusa tenggara timur ntt melki laka lena memberlakukan kebijakan larangan pembelian bahan bakar minyak bbm subsidi bagi kendaraan belum bayar pajak dan berpelat luar daerah kr gubernurntt bbmsubsidi,16,6,8,Mon Jul 06 12:53:58 +0000 2026,711.4511062322222,3.713572066704308,0.3412623055245784,0.0421081527385846,0.0002634120449084,kompascom,2026-08-05T04:21:01.982436+00:00,0
1974355266746667481,jual beli hp bekas bakal mirip motor seken ada proses balik nama ini penjelasan komdigi,3,1,1,Sat Oct 04 06:05:51 +0000 2025,7310.6719818941665,2.0149030205422647,0.1851614666007883,0.0006838381169698,4.277822347033412e-06,PRFMnews,2026-08-04T20:46:10.134819+00:00,0
2083955666532893179,dengan kondisi ekonomi pasca perang irak kemarin aku melihat untuk bbm ini kaya mengalami kelangkaan solar dan pertalite ini barang subsidi yang harganya terjangkau ini sulit dicari bahkan saking banyaknya permintaan supllynya keteteran,0,0,0,Sun Aug 02 16:38:43 +0000 2026,59.42924223833334,0.0,0.0,0.0,0.0,FerdyAuliaM666,2026-08-05T04:04:28.272058+00:00,0
2083509934998835665,ini gak tepat ya ujung ujungnya memperbesar kemungkinan disalahgunakan uangnya apa bedanya sama program bansos yang udah jalan kalo gini konsepnya dampak program mbgnya gak keliatan akhirnya sama lagi buang buang apbn,0,0,0,Sat Aug 01 11:07:32 +0000 2026,88.94499761277777,0.0,0.0,0.0,0.0,opninaism,2026-08-05T04:04:13.991406+00:00,0
1869356971331371446,saya sudah satu bulan berhenti merokok untuk mengurangi pajak yang masuk ke pemerintah enggak pernah beli kendaraan bermotor lebih pilih naik sepeda dan transportasi publik mulai mengurangi pembelian barang yang ber ppn beli makanan di warung kecil dan nyuci baju pakai lerak,104,14,0,Wed Dec 18 12:20:07 +0000 2024,14264.471176632776,4.890349128221754,0.4494033745245619,0.0082717211747823,5.174463489503221e-05,adipat1_karno,2026-08-04T20:48:23.235878+00:00,0
2071142855129846046,baca selengkapnya kasus dugaan penyelewengan bbm subsidi di sebuah spbu di medan berhasil diungkap polisi bio solar subsidi diduga dialihkan ke tangki bbm jenis dexlite ms bbm dexlite spbumedan,25,9,3,Sun Jun 28 08:05:11 +0000 2026,908.2664596869444,3.881563797943437,0.3567000685414165,0.0406921421172171,0.0002545540392937,kompascom,2026-08-05T04:21:10.254873+00:00,0
1974074657818226829,kementerian komunikasi dan digital komdigi tengah mengkaji wacana mekanisme balik nama pada jual beli ponsel bekas mirip seperti proses jual beli motor bekas wacana ini dihadirkan untuk mencegah penyalahgunaan identitas maupun peredaran ponsel hasil curian hp second itu,1,0,3,Fri Oct 03 11:30:49 +0000 2025,7329.257686418889,1.871802176901592,0.172011075832509,0.000545683408567,3.413580819269174e-06,Melihat_Indo,2026-08-04T20:46:16.671108+00:00,0
2057808698291159089,7 setan apbn 1 mbg kopdes 2 subsidi bbm bensin elpiji 3 beras bulog 4 bansos 5 dana desa 6 subsidi listrik 7 subsidi pupuk tujuh aliran uang ini dirampok habis habisan seandainya kamu tahu berapa puluh pupuk subsidi yang dicuri pengusaha besar pasti kaget,1644,746,76,Fri May 22 13:00:00 +0000 2026,1791.3625745530555,8.086717920303906,0.7431367836787358,1.3758376988065169,0.0086066996088559,zhil_arf,2026-08-05T04:21:45.268391+00:00,1
2082805847286218977,20 tidak menaikkan harga bbm subsidi 21 menurunkan ongkos biaya haji 22 memberikan beasiswa untuk puluhan anak palestina 23 membuat kampung nelayan merah putih 24 membuat koperasi desa merah putih 25 menolak mentah tawaran hutang dari imf senilai ratusan trilliun,1,0,0,Thu Jul 30 12:29:45 +0000 2026,135.58071855055556,0.6931471805599453,0.0636974321911235,0.0073216776907631,4.580153645442615e-05,aries2354,2026-08-05T04:04:35.586782+00:00,0
2078066265734906136,tanggal 8 november 2023 pak prabowo berbicara soal berbagai subsidi termasuk pendidikan layanan kesehatan dan bbm di forum cnbc beliau ngomong dengan sangat percaya diri seolah olah memberikan harapan bagi rakyat tapi sampai saat ini keadaan negara justru makin parah dan,21,10,15,Fri Jul 17 10:36:21 +0000 2026,449.47424620416666,4.166665223801727,0.3828997404877564,0.1021146056353055,0.0006387888172727,foolinsights,2026-08-05T04:04:48.286335+00:00,0
2072215944831685054,harga bbm nonsubsidi turun bersamaan dengan kebijakan implementasi biodiesel b50 yang diharapkan mengatasi antrean pembelian akibat lonjakan konsumsi bbm subsidi ekonomi kompas61,1,0,0,Wed Jul 01 07:09:15 +0000 2026,837.1977789019444,0.6931471805599453,0.0636974321911235,0.0011930358504528,7.463163130615731e-06,hariankompas,2026-08-05T04:21:07.004047+00:00,0
2055444029954003147,contoh lainnya saat pemerintah memutuskan memberikan insentif pajak untuk kendaraan listrik demi mengurangi subsidi bbm dan emisi karbon kebijakan ini sudah pasti akan sangat menguntungkan korporasi nikel dan pabrikan ev tertentu,3,0,1,Sat May 16 00:23:39 +0000 2026,1947.968888445,1.7047480922384253,0.1566594787568544,0.0020523672921179,1.2838802705888388e-05,anju0gerald,2026-08-05T04:21:46.998402+00:00,0
2074767469810774471,pantau harga sembako pascakenaikan bbm non subsidi anggota unit intelkam polsek cileunyi turun langsung ke pasar sehat cileunyi cileunyi untuk memastikan stabilitas harga serta ketersediaan bahan kebutuhan pokok masyarakat jajaran polsek cileunyi polresta bandung,2,0,0,Wed Jul 08 08:08:06 +0000 2026,668.2150545166667,1.0986122886681098,0.1009580414151594,0.0029885759241391,1.8695355752817104e-05,Sek_Cly,2026-08-05T04:21:00.196260+00:00,0
2079805572946579916,baca disini organda menilai penanganan antrean bbm subsidi di daerah belum solutif sehingga memangkas produktivitas transportasi umum dan logistik hingga 50 persen nj bbm,2,0,0,Wed Jul 22 05:47:44 +0000 2026,334.28318552083334,1.0986122886681098,0.1009580414151594,0.0059651067705443,3.7315362235940615e-05,KompasOtomotif,2026-08-05T04:04:43.467875+00:00,0
2077259420564856987,menilik instruksi presiden soal bbm khusus nelayan 30 200 gt sebesar rp15 000 liter sedangkan untuk nelayan yang kapalnya lebih kecil tetap mendapatkan subsidi bbm bahkan lebih besar mekanisme ini aman buat apbn karena pakai dana kelolaan bpdp bukan subsidi silang,16,6,1,Wed Jul 15 05:10:14 +0000 2026,502.9104203841666,3.417726683613366,0.314075307211653,0.045643033105895,0.0002855248664288,99propaganda,2026-08-05T04:04:51.513383+00:00,0
2069293445894803504,industri amp pasar keuangan biaya input impor tinggi 55 biaya produksi tapi ihsg naik karena energi murah sektor hilir nikel cpo relatif tahan outlook ekonomi indonesia dominan positif jangka pendek inflasi terkendali dalam target bi subsidi bbm,4,4,0,Tue Jun 23 05:36:17 +0000 2026,1030.7494220744445,2.5649493574615367,0.2357085080236325,0.0077538206747091,4.850485302594042e-05,Rahadi0816,2026-08-05T04:21:14.919468+00:00,0
2083738732277186620,ih tp minyak ini kayaknya yg sering dipake buat bansos deh,0,0,0,Sun Aug 02 02:16:42 +0000 2026,73.79086764666667,0.0,0.0,0.0,0.0,tergyubing,2026-08-05T04:04:09.123528+00:00,0
2084082708553273657,warisan ilmu dari jokowi si paling bansos,0,0,1,Mon Aug 03 01:03:32 +0000 2026,51.00713018111111,0.9162907318741552,0.0842034251856289,0.01922813269099,0.0001202836368374,alfinrizalisme,2026-08-05T04:03:57.668652+00:00,0
2079519632000528618,di sisi lain pemerintah memastikan harga bbm subsidi tidak akan mengalami kenaikan hingga akhir tahun bahlil menyatakan pasokan energi nasional tetap aman berkat kerja sama pengadaan crude dengan sejumlah negara sehingga masyarakat diimbau tidak khawatir terhadap ketersediaan,0,0,0,Tue Jul 21 10:51:30 +0000 2026,353.2208633225,0.0,0.0,0.0,0.0,GNFI,2026-08-05T04:04:45.107961+00:00,0
2084491831942033433,ngasih bansos yuk,0,0,1,Tue Aug 04 04:09:15 +0000 2026,23.90851239138889,0.9162907318741552,0.0842034251856289,0.040146917820179,0.0002511433304956,JoyXBT_,2026-08-05T04:03:45.644609+00:00,0
2079519551063224729,menteri energi dan sumber daya mineral esdm bahlil lahadalia membuka peluang penurunan harga pertamax apabila harga minyak dunia terus mengalami penurunan pemerintah akan melakukan evaluasi bersama pertamina dan badan usaha lainnya untuk menyesuaikan harga bbm non subsidi,0,0,1,Tue Jul 21 10:51:11 +0000 2026,353.22614110027774,0.9162907318741552,0.0842034251856289,0.0028230553422563,1.7659924081927343e-05,GNFI,2026-08-05T04:04:45.107961+00:00,0
1410129126875222019,badan anggaran dpr ri mengusulkan agar pemerintah bisa menaikkan penghasilan tidak kena pajak ptkp menjadi rp 8 juta per bulan serta sepeda motor diusulkan bebas pajak,2,1,1,Wed Jun 30 06:52:37 +0000 2021,44677.93608171,1.871802176901592,0.172011075832509,8.952764660028376e-05,5.600497512496333e-07,kumparan,2026-08-04T20:48:46.894156+00:00,0
2070043463576678905,ia memaparkan dalam apbn 2026 total subsidi terhadap bbm mencapai sekita rp200 triliun dengan asumsi harga minyak mentah indonesia indonesian crude price icp us 70 per barel,0,0,0,Thu Jun 25 07:16:35 +0000 2026,981.0772682413888,0.0,0.0,0.0,0.0,mediaindonesia,2026-08-05T04:21:13.165669+00:00,0
2084192569467015432,akun tiktok samsat bagikan tautan layanan pemutihan pajak konten tiruan impostor content tautan yang beredar bukan merupakan layanan resmi samsat masyarakat yang ingin memanfaatkan program pemutihan pajak bisa mengakses layanan melalui kantor samsat samsat keliling,0,0,0,Mon Aug 03 08:20:05 +0000 2026,36.400771509444446,0.0,0.0,0.0,0.0,TurnBackHoax,2026-08-04T20:44:07.777434+00:00,0
2079706572796895695,baca di sini polisi membongkar praktik kencing bbm di riau dengan menangkap tiga tersangka yang diduga mencuri solar dan pertalite subsidi dari truk tangki sebelum disalurkan ke spbu di sumatera utara iq kencingbbm riau,1,1,1,Tue Jul 21 23:14:20 +0000 2026,340.8398521875,1.7047480922384253,0.1566594787568544,0.0087760393669796,5.489945118716385e-05,kompascom,2026-08-05T04:04:43.467875+00:00,0
2031504886215700789,justru itu tujuannya listrik 450 amp 900 subsidi akan pada naik minim ke 1300 yg mana non subsidi budget subsidi listrik berkurang pemasukan token listrik naik subsidi gas dihapuskan untung 3x dlm 1 program,2,0,0,Tue Mar 10 22:58:03 +0000 2026,3533.4019185819448,1.0986122886681098,0.1009580414151594,0.0005658666009332,3.539838933866826e-06,perdhanaapri,2026-08-05T04:22:09.906895+00:00,1
1793643033566879855,ia mengatakan penganggaran subsidi untuk sepeda motor listrik ini karena masih adanya kesenjangan harga antara kendaraan listrik dan kendaraan konvensional pemerintah juga bakal memberikan insentif pajak dan subsidi untuk penjualan mobil listrik dan hibrida,1,1,1,Thu May 23 13:59:58 +0000 2024,19278.809097692498,1.7047480922384253,0.1566594787568544,0.0001556032004673,9.73392432668904e-07,tempodotco,2026-08-04T20:48:30.751693+00:00,0
2056653206739141036,iya jangan sampai hilang arti koperasi jadi mini market milik negara koperasi itu bukan mini market seperti indomaret atau alfamaret atau warung memang harus gini kdmp itu nanti diberikan hak ekslusif satu satunya yang boleh jual barang barang subsidi langsung ke konsumen,15,5,10,Tue May 19 08:28:29 +0000 2026,1867.8883328894449,3.713572066704308,0.3412623055245784,0.0160523234438612,0.0001004170230437,tekarok007,2026-08-05T04:21:46.998402+00:00,0
2084455587300229165,min saya sudah daftar di aplikasi cek bansos sudah terverifikasi tapi gagal masuk dan setatus belum terdaftar tolong bantu ini kenapa ya,0,0,0,Tue Aug 04 01:45:13 +0000 2026,26.309476616111112,0.0,0.0,0.0,0.0,Agustina_DJ7,2026-08-05T04:03:47.115818+00:00,0
2083611222868709864,american express x kemensos ri bansos portal dtks amp amex global 2026 american express bansos cards kartu kks amex portal portal penerbitan dan verifikasi kartu bantuan sosial bansos co branded american express amp bank himbara untuk program pkh bpnt dan sembako cashless,0,0,0,Sat Aug 01 17:50:01 +0000 2026,82.23599738777779,0.0,0.0,0.0,0.0,darryl_alisto1,2026-08-05T04:04:10.590596+00:00,0
2082679494591332663,dimana ribut antri bbm subsidi yg tdk subsidi lancar jaya kok bisa,4,0,0,Thu Jul 30 04:07:40 +0000 2026,143.94914321083334,1.6094379124341005,0.1479008573767524,0.0275958857803103,0.0001726290096262,susan_amelia46,2026-08-05T04:04:36.915559+00:00,0
2083017060473528719,menteri esdm bahlil lahadalia pastikan harga bbm subsidi dan lpg tak naik menteri esdm bahlil lahadalia golkarpedia partaigolkar menteriesdm bahlillahadalia,2,5,0,Fri Jul 31 02:29:02 +0000 2026,121.592662995,2.5649493574615367,0.2357085080236325,0.0570996650940317,0.0003571930509368,squadgolkar,2026-08-05T04:04:35.586782+00:00,0
2055885235431367002,blom aja liat tar seberapa defisit apbn n tekor subsidi yg digelontorin purbaya buat jaga bbm n listrik dan belanja pemerintah lain yg masih kita beli diharga dollar n terpaksa gerus cadangan devisa yakin msh mau ngegas mbg wkwkwk,6,0,4,Sun May 17 05:36:51 +0000 2026,1918.748888445,2.5649493574615367,0.2357085080236325,0.0052090146061238,3.2585546981261914e-05,WakataNaba,2026-08-05T04:21:46.998402+00:00,0
2084546046613741737,kenapa penerima bansos blt tidak ditampilkan secara terbuka di website masing2 kelurahan atau kecamatan dengan begitu bisa saling mengawasi apakah si a atau b layak atau tidak,0,0,0,Tue Aug 04 07:44:41 +0000 2026,20.31706586305556,0.0,0.0,0.0,0.0,Akun1Posisi,2026-08-05T04:03:42.437107+00:00,0
2083662961294643590,pak jujur aja kyk udh ga ada harapan bgt kehidupan orang2 macam kita ini kita udh jadi minoritas sekali di era ini mereka lo udh dpt kantong suara dr mbg kopdes bansos dimana itu besar sekali kalo diakumulasikan,0,0,0,Sat Aug 01 21:15:37 +0000 2026,78.80933072111112,0.0,0.0,0.0,0.0,tachimchuu,2026-08-05T04:04:10.590596+00:00,0
2068139754982613283,piutang pln ke pemerintah naik 156 artinya pemerintah nunggak bayar ke pln sehingga pln tidak punya duit tidak punya duit sehingga tidak bisa beki batubara tidak bisa beli batubara suplai listrik berkurang siap2 menyala bergilir bukan pemadaman bergilir dari foto laporan,15360,6864,335,Sat Jun 20 01:11:56 +0000 2026,1107.1609482794445,10.29524243691104,0.9460912853840928,20.35715121979854,0.1273463327780941,Hidupsebagai62,2026-08-05T04:21:35.413806+00:00,0
2083431083220369586,salah menurut orang yg nganggap jokowi si pembohong biadab sbg nabi pengerahan masa jokowi si penipu keparat di mana2 dengan imin2 dgn amplop kaos atau bansos jokowi yg disebut sebagai sengkuni abad ini memang orang licik yg suka memanfaatkan rakyat utk kepentingannya,0,0,0,Sat Aug 01 05:54:13 +0000 2026,94.16800367722222,0.0,0.0,0.0,0.0,AriskaPutraS,2026-08-05T04:04:17.813238+00:00,0
2084246696612307327,ketahanan pangan mereka sagu bukan padi pemerintah lah yg telah mengotori tanah papua bansos dikasih mi instan beras dan disusupkap program cetak sawah keegoisan jawa sentris untuk meracuni tanah papua sagu sehat dan baik untuk perut orang papua sejak nenek moyang,0,0,0,Mon Aug 03 11:55:10 +0000 2026,40.144464936666665,0.0,0.0,0.0,0.0,mengudarabebas,2026-08-05T04:03:50.073772+00:00,0
2083866910375219686,aku ngepull mulban di akhir aja apaya mau mengumpulkan bansos kalau kalian gimana moots,1,0,4,Sun Aug 02 10:46:02 +0000 2026,65.30042930638889,2.079441541679836,0.1910922965733706,0.075414292973789,0.0004717621609021,masdeimos,2026-08-05T04:04:03.545503+00:00,0
2051439511088021542,masalahnya duit di buang trs utk hal lain yg absurd spt mbg kmp dgn pembelian barang motor listrik impor mobil pick up dr india pengadaan laptop dlsb yg jauh dr keperluan jd uang negara semakin abis jd pula subsidi bbm jg semakin berat,15,0,1,Mon May 04 23:11:08 +0000 2026,2213.1788085441667,2.862200880929469,0.26302472496981,0.0072261553304812,4.520398613174754e-05,aryason,2026-08-05T04:21:51.710759+00:00,0
2083840873411031105,oh 600 an sq deh termasuk bansos yang 210 an tadi,0,0,0,Sun Aug 02 09:02:34 +0000 2026,67.02533185527778,0.0,0.0,0.0,0.0,RutszarShka,2026-08-05T04:04:05.194679+00:00,1
2080178598586331419,kena batunya anak doyan pamer bbm subsidi dan liburan eropa nevi rizal akhirnya minta maaf sambil ungkap alasan ini,3,2,0,Thu Jul 23 06:30:00 +0000 2026,309.5782611688889,2.079441541679836,0.1910922965733706,0.0160990018463689,0.000100709024774,democrazymedia,2026-08-05T04:04:41.740208+00:00,0
2083414738839495098,sementara itu bbm non subsidi umumnya lebih mengikuti harga keekonomian ketika biaya pengadaan meningkat harga produk non subsidi bisa ikut disesuaikan,0,0,1,Sat Aug 01 04:49:16 +0000 2026,95.2544004352778,0.9162907318741552,0.0842034251856289,0.0103891354107224,6.499034570239007e-05,angelont_69,2026-08-05T04:04:31.841567+00:00,0
